,amount_tsh,gps_height,longitude,latitude,basin,region,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity,source_type,waterpoint_type_group,status_group
34949,0.0,0,31.37852828,-2.97090813,3,4,0,1,7,1,5,0,4,2,2,3,3,1,3
34950,0.0,1777,36.63644773,-3.26175498,5,0,150,1,7,1,5,0,4,2,2,2,6,1,3
34951,0.0,0,33.33020787,-3.07286758,4,13,0,1,7,1,5,3,4,2,5,2,0,5,1
34952,0.0,0,36.44903997,-5.89100245,8,2,0,1,7,0,5,2,4,2,4,0,0,1,1
34953,0.0,0,32.98307304,-8.96124602,2,10,0,1,7,0,5,0,4,2,2,1,6,5,3
34954,50.0,1425,34.33504898,-4.38940637,0,18,235,1,8,1,3,5,4,5,2,1,0,1,1
34955,2000.0,1407,36.10883802,-7.55270533,6,3,1,1,7,1,2,0,4,0,2,1,4,1,3
34956,0.0,0,35.78072204,-4.55145371,0,2,0,1,7,0,5,0,4,2,2,2,6,1,3
34957,0.0,0,35.98971101,-6.2175969,8,2,0,1,7,0,5,1,4,2,2,1,5,3,3
34958,0.0,1347,35.71048756,-2.15006575,0,0,358,1,7,1,4,0,4,2,4,2,6,1,2
34959,0.0,1322,36.79728151,-3.3552978,5,0,146,1,7,1,5,0,4,2,2,1,6,1,1
34960,0.0,2010,34.17783732,-9.34506908,1,3,0,0,7,0,2,0,4,2,2,1,6,1,3
34962,0.0,1832,37.37325216,-2.87671599,0,0,200,1,7,1,4,0,4,3,2,2,4,1,3
34965,250.0,1081,29.81842916,-4.66252683,3,5,650,1,11,1,3,0,4,1,2,1,4,1,2
34966,0.0,236,37.03935985,-7.77860801,6,11,300,1,7,1,2,0,4,2,2,2,4,1,2
34967,0.0,1183,38.32679393,-4.4481793,5,20,1,1,7,1,3,0,4,2,2,1,6,1,3
34969,0.0,1584,35.50534575,-3.0384581,0,0,320,1,10,1,0,0,4,2,2,2,6,1,1
34970,0.0,1264,36.77608928,-3.38681894,5,0,160,1,7,0,3,0,4,6,2,2,6,1,3
34971,0.0,0,0.0,-2e-08,4,17,0,0,9,0,5,1,4,2,4,1,5,3,3
34973,0.0,0,33.59258722,-3.71055584,0,17,0,1,7,1,5,0,4,5,2,1,6,1,1
34976,0.0,1613,37.59831906,-3.24526148,5,6,1,1,0,1,5,0,0,1,2,2,6,1,3
34977,10.0,435,37.13853848,-6.7868517000000015,8,11,150,1,7,1,5,5,4,5,2,2,0,1,3
34979,0.0,1421,37.100275599999996,-3.17070247,5,6,1,1,10,1,3,0,4,1,2,1,6,1,3
34980,0.0,1276,36.75825161,-3.41522579,5,0,150,1,7,1,4,0,4,2,2,1,6,1,3
34981,500.0,356,36.83044924,-8.80214478,6,11,200,1,10,0,3,0,4,1,2,1,4,1,3
34982,5.0,1167,37.27913503,-3.26579251,5,6,40,1,10,1,3,0,4,5,2,1,4,1,3
34983,0.0,0,35.84312766,-6.50155057,6,2,0,1,7,1,5,5,4,5,2,2,0,1,2
34984,0.0,1371,37.5112162,-3.29372329,5,6,1,0,7,1,1,0,4,2,2,1,6,5,1
34985,0.0,0,0.0,-2e-08,4,13,0,1,3,1,5,0,2,2,2,1,3,1,3
34986,50.0,100,38.99747509,-6.81475101,8,14,250,1,7,0,3,0,4,5,2,1,4,1,3
34987,4700.0,1242,35.23918067,-9.08167288,6,3,76,1,7,1,2,0,4,0,2,1,4,1,3
34988,0.0,1403,34.457601399999994,-4.79881953,0,18,771,1,3,1,4,0,2,2,2,3,3,1,3
34989,0.0,1370,36.88484092,-3.31872533,5,0,100,1,7,1,3,0,4,6,1,2,6,1,3
34990,200.0,963,29.65068628,-4.75924154,3,5,250,1,7,1,2,0,4,1,2,1,6,1,3
34992,0.0,0,33.3179963,-4.10790393,0,19,0,0,7,0,5,1,4,2,2,1,5,3,3
34994,0.0,0,36.62435426,-6.35561834,8,2,0,1,7,0,5,0,4,2,2,0,6,1,1
34995,0.0,0,33.28615747,-3.82201197,0,17,0,1,9,1,5,1,4,2,2,1,5,3,3
34996,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,2,2,1,5,3,2
34997,0.0,1082,34.12252608,-4.7055237000000005,0,18,455,1,3,1,3,0,2,2,2,3,3,1,3
34998,0.0,843,37.63947047,-3.37604284,5,6,1,1,0,1,3,0,0,1,2,2,6,1,1
34999,0.0,0,30.90657026,-1.39669706,4,4,0,1,7,1,5,0,4,2,2,0,6,1,1
35000,0.0,1027,29.92251159,-4.87837423,3,5,500,0,9,1,2,0,4,6,2,2,4,1,1
35002,250.0,1569,30.099849199999998,-4.45050343,3,5,650,1,11,1,3,0,4,1,2,1,4,1,1
35003,500.0,1300,37.31378038,-3.24280285,5,6,60,1,7,1,3,0,4,1,2,1,6,1,3
35004,0.0,0,35.45153944,-6.3612711,0,2,0,1,7,1,5,1,4,2,2,3,3,3,3
35005,0.0,0,31.54170722,-1.78377299,4,4,0,1,7,1,5,5,4,2,2,1,6,1,1
35006,0.0,1338,34.07856502,-2.90330682,4,17,1,0,9,0,5,1,4,2,2,1,5,3,1
35007,0.0,0,31.07274772,-3.13907978,3,4,0,1,7,1,5,0,4,2,2,1,6,1,3
35009,33.0,703,37.4560227,-3.48212711,5,6,75,1,10,1,3,5,4,5,2,1,0,1,3
35010,500.0,1451,34.67971487,-8.84396643,6,3,258,1,8,1,1,0,4,1,2,1,4,1,2
35011,0.0,0,35.38920338,-6.11365545,0,2,0,1,7,1,5,1,4,2,2,1,5,3,1
35012,0.0,0,35.90062995,-4.71061365,0,2,0,1,7,0,5,0,4,2,2,1,6,1,2
35014,200.0,932,36.72675283,-8.68266879,6,11,75,1,8,1,3,0,4,1,2,1,6,1,3
35015,0.0,1459,37.99594766,-4.24554892,5,6,34,1,7,1,3,0,4,2,2,1,6,1,3
35016,0.0,0,32.79842867,-4.27392656,3,19,0,0,7,0,5,1,4,2,2,3,5,3,1
35018,0.0,0,33.11314917,-2.57589791,4,13,0,1,7,1,5,0,4,2,2,1,3,5,1
35019,0.0,0,31.30516887,-2.74672738,3,4,0,1,7,1,5,1,4,3,2,1,5,3,3
35020,0.0,0,33.37257192,-2.68517442,4,13,0,1,7,1,5,1,4,2,2,1,0,3,3
35021,500.0,1743,36.62808634,-3.23716575,5,0,150,1,7,1,5,0,4,3,2,2,6,1,1
35024,0.0,0,30.69154596,-2.6983515,4,4,0,1,7,0,5,1,4,2,2,1,5,3,3
35025,30.0,403,38.33466267,-5.70243396,5,20,500,1,7,1,2,5,4,5,2,3,0,1,3
35026,0.0,-8,39.40159629,-6.87280324,8,1,40,1,7,0,1,2,4,2,4,1,0,5,1
35027,0.0,1097,37.35555105,-3.28686507,5,6,55,0,7,1,1,0,4,2,2,2,6,1,3
35028,0.0,0,33.55308063,-8.93108244,6,10,0,1,7,1,5,0,4,3,2,0,4,1,1
35029,0.0,1337,34.06409034,-2.99754712,4,17,1100,1,3,0,3,0,2,2,2,3,3,1,2
35030,0.0,724,35.45046935,-11.24619307,7,16,0,1,7,1,2,1,4,3,2,0,5,3,1
35031,500.0,1277,30.48196225,-5.61253778,3,15,15,1,7,1,2,0,4,1,2,1,6,1,1
35033,50.0,-3,38.83417162,-6.54286214,8,14,5,1,0,1,3,2,0,5,2,1,4,1,3
35034,0.0,349,37.62702982,-6.13201609,8,11,180,1,7,1,3,1,4,2,2,2,5,3,3
35035,3000.0,1940,35.26950395,-4.00452959,0,8,155,1,7,1,5,1,4,0,2,1,5,3,3
35036,30.0,67,39.37262138,-10.30219095,7,7,678,0,7,0,4,0,4,5,2,1,4,1,3
35037,0.0,1483,36.91431072,-3.17713244,0,0,150,1,7,1,3,0,4,6,2,2,6,3,3
35038,0.0,1704,37.58107032,-3.16095703,5,6,1,1,0,1,0,0,0,2,2,1,6,1,3
35039,0.0,1509,36.79995796,-3.34028941,5,0,90,1,7,1,3,0,4,6,2,2,6,1,1
35041,200.0,1505,37.90253725,-4.38851373,5,6,80,1,11,1,1,0,4,1,2,2,6,1,1
35042,0.0,1776,31.71534631,-8.36467593,2,15,300,1,7,1,2,0,4,2,2,2,4,1,3
35043,2000.0,1672,31.29480598,-7.84301266,2,15,1,1,7,0,2,3,4,0,2,1,0,5,1
35044,5.0,852,37.21527045,-3.41614167,5,6,100,1,10,1,5,0,4,5,2,1,6,1,3
35045,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,1,4,1,2,2,0,3,3
35046,0.0,-55,39.42466736,-7.23175268,8,14,50,1,7,0,3,1,4,2,4,1,5,3,1
35048,1000.0,2087,33.95705857,-8.96825514,6,3,0,0,7,0,1,0,4,3,2,1,6,1,3
35049,0.0,0,32.98312717,-4.20184168,0,19,0,1,7,0,5,1,4,3,2,1,5,3,3
35050,0.0,1280,34.4099872,-1.5931298999999999,4,9,80,1,9,1,4,0,4,2,2,1,6,1,1
35051,100.0,738,36.82087394,-7.36527517,6,11,60,1,7,1,4,0,4,1,2,1,4,1,3
35052,0.0,1356,30.6416347,-3.80381207,3,5,280,1,7,0,3,0,4,6,2,2,6,1,3
35053,0.0,1600,34.85382855,-11.07542534,1,16,80,1,9,0,4,0,4,2,2,1,6,1,3
35054,0.0,-15,39.38138182,-6.91356942,8,1,40,1,5,0,3,1,1,2,4,1,0,3,1
35055,0.0,0,36.47479248,-6.44666242,8,2,0,1,7,1,5,1,4,2,4,1,5,3,1
35056,6000.0,1034,35.27727437,-9.88818868,1,16,0,1,7,1,4,0,4,0,2,1,4,1,3
35057,0.0,1624,35.53454513,-4.24619033,0,8,240,1,7,1,3,0,4,2,2,1,4,1,3
35058,0.0,0,33.12612628,-3.74722415,4,17,0,1,7,1,5,3,4,5,2,2,0,1,1
35061,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,2,4,1,5,3,2
35063,0.0,0,32.948836199999995,-9.26318396,1,10,0,1,7,0,5,1,4,3,2,1,5,3,1
35064,5.0,1179,37.27016472,-3.26405213,5,6,35,1,10,1,3,0,4,5,2,1,4,1,3
35065,0.0,903,29.64824669,-4.79080435,3,5,500,1,7,1,5,0,4,6,2,1,6,1,3
35067,0.0,1821,34.54760734,-9.72540315,1,3,150,1,7,0,5,0,4,3,2,1,6,1,3
35068,0.0,1471,34.66702991,-4.79973815,0,18,1,0,7,1,4,3,4,2,2,1,0,5,1
35069,0.0,0,33.41105529,-3.77014888,0,17,0,1,9,1,5,3,4,2,2,2,5,5,1
35070,0.0,772,30.84010529,-7.94957154,3,15,1,0,7,1,3,0,4,2,2,1,4,1,1
35072,0.0,352,38.78313993,-10.58646094,7,12,1600,1,7,1,1,3,4,2,2,0,5,5,1
35073,2200.0,1722,35.38035640000001,-7.96277111,6,3,630,1,7,1,2,0,4,0,2,1,6,1,3
35074,0.0,408,37.82657237,-6.84086856,8,11,1,1,7,1,3,0,4,2,5,4,4,1,1
35076,0.0,1003,35.51343343,-10.71446824,7,16,0,1,7,1,5,1,4,3,2,0,5,3,1
35078,0.0,1538,37.30301637,-3.21049315,5,6,1,0,7,1,1,0,4,2,2,2,6,5,1
35079,0.0,1653,37.57999452,-3.03627677,0,6,1,1,0,1,3,0,0,1,2,1,6,1,1
35080,0.0,134,39.75837062,-10.87746283,7,12,1,1,10,1,2,5,4,2,2,0,0,1,1
35081,0.0,1237,38.31352824,-4.8408941,5,20,1,1,7,1,2,0,4,2,2,1,6,1,2
35082,750.0,1302,30.11417014,-4.58771487,3,5,120,1,11,1,5,0,4,1,2,2,4,1,1
35083,0.0,1315,36.77979398,-2.543262,0,0,1000,1,7,1,3,0,4,3,2,1,4,0,3
35084,0.0,1682,38.30000516,-4.6183583,5,20,1,1,7,1,2,0,4,2,2,1,6,1,3
35085,0.0,1288,33.94470638,-1.97623779,4,9,150,1,3,0,2,0,2,6,2,3,3,1,1
35086,0.0,1518,29.76776186,-4.68104318,3,5,325,1,7,0,3,0,4,6,2,1,6,1,2
35087,0.0,0,33.28633904,-3.1814182,4,13,0,1,7,1,5,1,4,2,1,1,0,3,3
35088,500.0,1300,30.48314446,-5.6148197,3,15,21,1,7,1,2,0,4,1,2,1,6,1,2
35089,0.0,84,38.79934404,-6.85984833,8,14,300,1,7,0,3,1,4,2,2,2,0,3,1
35090,0.0,30,39.13958454,-7.19718729,8,14,200,1,7,0,3,1,4,2,2,0,5,3,1
35091,0.0,0,30.94298673,-1.02597281,4,4,0,1,7,1,5,1,4,2,2,3,5,3,1
35092,3000.0,1149,30.26200024,-4.6169221,3,5,452,1,11,1,1,0,4,3,2,1,6,1,1
35093,0.0,0,32.22548094,-2.48299936,4,13,0,1,7,1,5,1,4,2,2,0,5,3,1
35095,0.0,0,32.95836365,-5.90831371,3,19,0,1,7,1,5,1,4,2,3,1,5,3,3
35096,500.0,1266,30.12546649,-4.24016898,3,5,650,1,11,0,1,5,4,4,2,1,0,1,1
35097,0.0,1290,37.66771315,-3.6508752999999996,5,6,180,1,7,0,1,3,4,2,2,2,4,5,1
35098,25.0,959,35.75882831,-3.98288107,0,8,206,1,10,1,4,0,4,5,2,1,4,1,3
35099,0.0,0,33.41912171,-4.37142603,0,19,0,1,11,1,5,5,4,2,4,1,0,1,1
35100,500.0,756,37.69799376,-3.59608908,5,6,130,1,7,1,4,0,4,1,2,1,6,1,2
35101,100.0,773,37.84609672,-3.80203574,5,6,1500,1,7,0,0,5,4,5,2,2,0,1,3
35102,0.0,1698,34.94159478,-8.41307625,6,3,0,0,7,1,3,1,4,2,2,1,5,3,3
35103,0.0,1537,31.98133549,-8.79806181,2,15,200,1,7,0,2,1,4,2,2,1,0,3,1
35104,250.0,1377,30.09482424,-4.36053885,3,5,1400,1,11,1,5,0,4,1,2,1,4,1,3
35105,0.0,1375,30.90419116,-2.94585339,3,5,120,1,7,0,2,0,4,6,2,1,6,1,3
35106,20.0,223,38.32899999,-6.45601997,8,14,40,1,8,1,3,5,4,5,2,1,4,1,3
35107,50.0,12,38.99318577,-6.53261622,8,14,20,1,0,1,4,5,0,5,2,1,4,1,3
35108,0.0,0,31.59964188,-1.79145864,4,4,0,1,7,1,5,0,4,2,2,1,6,1,1
35109,0.0,1472,37.60510309,-3.23443476,5,6,1,1,0,1,3,0,0,1,2,2,6,1,3
35110,0.0,0,36.163362400000004,-6.13274072,8,2,0,1,7,1,5,2,4,5,2,2,0,1,3
35113,30.0,407,38.2869348,-5.77862547,5,20,150,1,7,1,1,0,4,5,2,2,0,1,1
35115,600.0,801,29.73985918,-4.86374878,3,5,669,1,3,1,3,0,2,1,2,1,4,1,2
35116,0.0,510,36.90858505,-7.03511127,8,11,80,1,7,1,2,5,4,2,5,4,0,1,1
35117,0.0,538,39.00515091,-10.18674134,7,7,180,0,7,1,4,1,4,2,4,1,5,3,3
35119,300.0,761,35.4712351,-7.51686748,6,3,1,1,7,1,2,0,4,1,2,1,6,1,3
35120,0.0,0,35.99933119,-6.33823397,8,2,0,1,7,1,5,6,4,2,2,2,0,1,3
35121,0.0,36,39.30505807,-6.98526057,8,14,735,1,7,0,3,1,4,2,2,0,5,3,1
35122,50.0,117,40.028389399999995,-10.35672592,7,12,30,1,7,1,3,5,0,5,2,1,0,1,3
35123,0.0,1395,36.92200912,-3.24870253,5,0,95,1,10,1,4,0,4,6,2,1,6,1,3
35124,0.0,1001,31.13646767,-6.61441593,2,15,62,0,11,1,1,0,0,2,2,1,6,1,1
35125,0.0,1378,36.88129512,-3.31557174,5,0,98,1,7,1,3,0,4,6,2,2,6,1,3
35127,0.0,1306,38.00199214,-4.29687681,5,6,340,1,7,1,4,0,4,2,2,1,6,1,3
35129,100.0,823,35.02692361,-10.58538998,1,16,60,1,9,1,4,1,4,5,2,0,0,3,1
35130,1000.0,2180,34.6019312,-9.59452906,1,3,15,1,7,0,3,0,4,0,2,1,6,1,3
35131,2000.0,1502,31.05255064,-7.37852667,2,15,150,1,7,0,2,1,4,0,2,1,0,3,3
35132,0.0,386,38.39215754,-4.503838,5,20,1,1,7,1,3,0,4,2,2,1,6,1,3
35133,0.0,56,39.35836254,-6.900386699999999,8,1,50,1,5,0,3,3,1,2,4,0,0,5,1
35134,0.0,1581,37.4820051,-3.27521652,5,6,100,0,2,1,1,0,1,2,2,1,4,5,2
35135,0.0,1374,30.71693911,-3.43674276,3,5,12,1,10,0,4,5,4,6,2,1,4,1,3
35136,5.0,1089,37.24674323,-3.2748758,5,6,30,1,10,1,5,0,4,5,2,1,6,1,1
35137,0.0,1721,37.57673627,-3.05794422,5,6,1,1,0,1,5,0,0,1,2,2,6,1,1
35138,100.0,1418,36.58388606,-4.09891716,0,8,200,1,4,1,3,5,4,5,4,1,0,0,3
35140,250.0,1267,30.05615665,-4.68544328,3,5,650,1,11,1,3,0,4,1,2,1,4,1,3
35141,20.0,1409,35.97833985,-7.47879506,6,3,643,1,7,1,3,1,4,5,2,1,0,3,3
35142,30.0,908,36.98692411,-3.550187,5,8,200,1,11,1,3,5,0,5,2,1,0,1,1
35143,500.0,315,36.83129407,-8.9163569,6,11,200,1,9,1,3,0,4,1,2,1,4,1,2
35144,0.0,0,31.78399674,-1.18254348,4,4,0,1,7,1,5,3,4,2,2,2,6,4,2
35145,1000.0,1655,37.65003964,-3.71251699,5,6,40,1,8,0,4,0,4,1,2,1,6,5,1
35146,0.0,934,37.03613456,-3.36513345,5,0,350,1,7,0,4,0,4,6,2,2,3,1,3
35147,200.0,2098,34.06693214,-9.33079179,1,3,0,1,8,0,5,0,4,1,2,1,6,1,3
35149,0.0,832,36.04780379,-10.69664046,7,16,560,1,7,1,2,0,2,3,2,3,4,1,3
35150,2000.0,2200,34.07496204,-9.07520741,6,3,0,1,3,1,3,0,4,0,2,1,6,1,3
35151,100.0,37,39.03386668,-6.5784928,8,14,60,1,0,1,3,5,0,5,2,1,4,1,3
35152,2000.0,1084,37.61938971,-3.7564294,5,6,15,1,10,1,1,0,4,1,2,2,6,1,3
35153,0.0,0,36.12741439,-6.20197306,8,2,0,1,7,1,5,2,4,6,2,0,0,1,1
35156,0.0,1127,37.07557533,-3.26374705,5,6,1,1,10,1,3,0,4,1,2,1,6,1,3
35157,100.0,1148,31.06586665,-6.27769992,2,15,200,1,7,1,5,3,4,0,2,2,0,5,1
35158,0.0,0,30.98156356,-2.82548021,3,4,0,1,7,1,5,0,4,2,2,1,3,1,1
35159,0.0,0,33.00825016,-9.23345253,1,10,0,1,7,0,5,1,4,3,2,1,5,3,3
35160,0.0,1939,35.36782116,-8.40494988,6,3,0,1,7,0,5,1,4,2,2,1,5,3,3
35161,0.0,720,37.00246996,-10.75643052,7,16,1,0,3,0,4,1,2,2,2,2,0,3,1
35162,0.0,1655,37.88875373,-4.27615679,5,6,80,1,11,1,3,0,4,2,2,2,4,1,3
35164,0.0,1094,37.08830336,-5.71734944,8,8,1,1,7,1,3,5,4,2,2,1,0,1,3
35165,0.0,235,37.03633393,-7.79414898,6,11,1300,1,7,1,2,0,4,2,2,2,4,1,1
35166,0.0,199,38.18484543,-6.82436591,8,11,75,1,7,1,3,0,4,2,2,3,3,1,2
35167,0.0,0,33.22722278,-4.74789318,3,19,0,0,7,1,5,2,4,2,2,1,0,1,1
35168,0.0,1314,30.48812512,-3.65968982,3,5,530,1,7,0,2,1,4,6,2,1,0,3,1
35169,0.0,0,33.42734502,-2.63011782,4,13,0,1,7,1,5,2,4,2,2,1,0,1,1
35170,0.0,0,33.85395694,-8.83287204,6,10,0,1,8,1,5,0,4,1,2,2,4,1,3
35171,0.0,303,38.6326915,-10.19136143,7,7,375,1,7,0,0,3,4,2,4,2,5,5,1
35172,0.0,1471,34.44817583,-4.40098284,0,18,342,1,7,1,5,1,4,2,2,1,0,3,1
35174,0.0,0,31.48372518,-1.24102932,4,4,0,1,7,1,5,1,4,1,4,2,0,3,1
35175,0.0,1398,37.50996144,-3.28586016,5,6,1,0,7,1,1,0,4,2,2,1,6,5,1
35176,500.0,850,29.65838747,-4.83395809,3,5,600,1,7,1,2,0,4,1,2,2,4,1,2
35177,500.0,1731,34.667196999999994,-9.10402975,6,3,85,1,8,1,1,0,4,1,2,3,4,1,2
35178,250.0,2348,33.96016597,-9.23935022,1,3,0,1,7,0,2,0,4,1,2,1,6,1,3
35179,0.0,185,38.42797218,-11.34880789,7,12,1,1,7,1,4,5,4,2,2,0,0,1,1
35180,500.0,1847,36.65252915,-3.25698885,5,0,150,1,7,1,5,0,4,3,2,1,6,1,2
35181,30.0,162,38.36092204,-6.63336342,8,14,50,0,8,1,4,5,0,5,2,1,4,1,3
35182,0.0,0,31.93769818,-3.45282034,3,17,0,1,7,1,5,1,4,6,2,1,5,3,3
35183,0.0,0,31.45840706,-2.83607647,3,4,0,1,7,1,5,3,4,2,2,1,0,5,1
35184,1000.0,2026,34.43913041,-9.57757698,1,3,15,1,7,0,3,0,4,1,2,2,6,1,3
35185,0.0,0,36.58678275,-6.08049784,8,2,0,1,7,0,5,5,4,5,2,0,0,1,1
35186,0.0,0,33.173185100000005,-4.02382392,0,19,0,1,7,0,5,1,4,1,2,1,0,3,3
35187,0.0,1757,38.26177237,-4.6664015999999995,5,20,1,1,7,1,5,0,4,2,2,1,6,1,3
35188,7.0,1445,37.23843275,-3.20301088,5,6,1,1,10,1,3,0,4,5,2,1,6,1,1
35189,0.0,0,33.01090949,-9.3125031,1,10,0,1,7,0,5,1,4,6,2,2,5,3,3
35190,0.0,1357,34.12210117,-2.94962669,4,17,1,0,9,0,5,1,4,2,2,1,5,3,1
35192,1000.0,1699,35.28482118,-8.19589189,6,3,0,1,7,1,5,1,4,0,2,3,5,3,3
35193,0.0,0,33.05534919,-2.52533214,4,13,0,1,7,1,5,4,4,2,2,1,3,3,3
35194,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,2,2,2,5,3,2
35195,0.0,1557,36.69679114,-3.10254646,0,0,150,1,7,1,0,0,4,2,1,1,6,0,3
35196,3000.0,1109,31.10410730000001,-6.43700587,2,15,200,1,7,1,5,1,4,0,2,1,0,3,3
35198,200.0,1316,34.75263642,-8.74817714,6,3,35,1,7,0,2,0,4,3,2,1,4,1,3
35200,0.0,0,33.41956673,-2.60495351,4,13,0,1,7,1,5,1,4,2,2,1,5,3,3
35202,50.0,1342,36.58684629,-5.72528573,8,8,900,1,7,1,3,5,4,5,2,1,0,1,1
35203,50.0,562,37.87668401,-9.8696226,7,7,350,1,7,1,2,5,4,5,2,0,4,1,1
35204,0.0,1733,38.29405414,-4.652450900000002,5,20,1,1,7,1,2,0,4,2,2,1,6,1,3
35205,0.0,0,36.20258547,-4.73163381,0,2,0,1,7,0,5,2,4,2,2,1,0,1,1
35206,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,1,4,6,5,0,5,3,1
35207,0.0,0,32.75741729,-9.09694321,2,10,0,1,7,0,5,1,4,3,2,1,5,3,3
35208,0.0,0,33.30701449,-2.91076126,4,13,0,1,7,1,5,1,4,2,2,1,0,3,1
35209,0.0,324,39.0226887,-10.80277338,7,12,1,1,7,1,2,3,4,6,2,0,5,5,1
35210,200.0,2137,33.97538047,-8.99228419,6,3,0,1,7,0,1,0,4,3,2,1,6,1,3
35211,0.0,0,33.16893368,-4.66791606,3,19,0,0,7,0,5,1,4,2,2,0,5,3,1
35212,0.0,0,31.47537806,-1.42508281,4,4,0,1,7,1,5,1,4,2,2,1,5,3,1
35214,500.0,1800,37.92818941,-4.40114151,5,6,123,1,7,1,4,0,4,3,2,2,6,1,3
35215,0.0,0,33.47341418,-2.65507589,4,13,0,1,7,1,5,1,4,2,2,1,5,3,3
35216,10.0,1658,35.89119895,-3.23360214,0,0,200,1,7,1,3,0,4,5,2,1,4,1,3
35217,0.0,0,33.08768109,-9.32273633,1,10,0,1,7,0,5,1,4,6,5,3,5,3,1
35218,3000.0,1954,34.75624791,-9.72947524,1,3,225,1,7,0,5,0,4,0,2,1,6,1,3
35219,0.0,0,33.27556099,-2.57463558,4,13,0,1,7,1,5,3,4,2,2,1,5,3,3
35220,0.0,1018,37.40183285,-3.32504643,5,6,40,0,7,1,1,0,4,6,2,2,6,1,3
35221,0.0,0,34.29996323,-8.65967914,6,10,0,1,7,1,5,0,4,2,2,3,4,1,3
35222,1000.0,1095,34.17134772,-4.54740117,0,18,243,1,7,1,5,1,4,3,2,1,0,3,3
35224,0.0,0,35.97196255,-6.09744375,8,2,0,1,7,0,5,2,4,5,4,0,0,1,1
35225,0.0,845,36.02299339,-10.7161813,7,16,120,1,7,1,2,0,4,3,2,3,4,1,1
35226,0.0,372,38.89825737,-10.28034541,7,7,620,1,7,1,3,1,4,2,2,0,5,3,1
35227,0.0,0,30.93822447,-1.61083994,4,4,0,1,7,1,5,0,4,2,2,0,6,1,1
35228,0.0,0,31.63846389,-1.59981942,4,4,0,1,7,1,5,0,4,2,2,1,6,4,3
35230,0.0,0,33.17583179,-2.83565988,4,13,0,1,7,1,5,1,4,3,2,1,5,3,3
35231,300.0,207,38.82367624,-5.238029099999999,5,20,400,1,7,0,3,1,4,1,4,2,5,3,3
35233,0.0,0,35.83552621,-6.12723663,8,2,0,1,11,0,5,5,0,5,2,2,0,1,3
35234,0.0,91,39.00744897,-5.01993472,5,20,120,1,7,1,1,2,4,2,2,1,4,1,1
35235,25.0,1109,36.72186848,-3.8348650999999996,5,8,300,1,7,1,4,0,4,5,2,1,6,5,1
35236,1000.0,350,36.37733505,-8.77487491,6,11,1,1,10,1,5,0,4,1,2,1,4,1,3
35237,10.0,722,37.4602868,-3.4185301,5,6,35,1,8,1,3,0,4,5,2,1,6,1,3
35238,0.0,303,38.58254154,-5.18801224,5,20,75,1,7,0,0,0,4,2,2,3,4,1,3
35239,1000.0,2134,34.48134768,-9.34250091,1,3,25,1,7,1,5,0,4,0,2,1,6,1,3
35240,200.0,1757,34.58874014,-9.78699363,1,3,75,1,7,0,3,0,4,1,2,1,6,1,3
35241,0.0,0,33.96171907,-4.16874327,0,19,0,1,11,1,5,0,4,5,0,2,1,1,1
35242,0.0,1402,36.91265472,-3.24957625,5,0,370,1,8,1,3,0,4,6,2,1,6,1,3
35243,0.0,1309,35.85016046,-4.28550469,0,8,360,1,10,1,4,0,4,2,2,2,4,1,1
35244,0.0,0,33.79330566,-3.33353587,0,17,0,1,9,0,5,1,4,4,4,1,5,3,3
35245,0.0,0,33.82030114,-8.71175997,6,10,0,1,8,0,5,0,4,2,0,3,4,1,2
35246,200.0,1087,29.67639922,-4.70781042,3,5,145,1,9,1,3,0,4,1,2,1,4,1,2
35247,0.0,108,38.00540457,-7.25293715,8,11,250,1,7,1,5,1,4,2,2,4,5,3,1
35248,50.0,17,38.85687452,-6.577283099999999,8,14,15,0,4,1,3,2,0,5,2,1,4,1,1
35249,0.0,312,36.87028701,-7.91541626,6,11,300,1,10,1,5,0,4,2,2,2,4,1,3
35250,0.0,0,32.77285019,-9.10110245,2,10,0,1,7,0,5,1,4,3,2,1,5,3,1
35251,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,1,4,2,2,2,5,3,3
35252,500.0,1655,34.64692508,-9.04864674,6,3,55,1,8,1,1,0,4,1,2,1,4,1,3
35254,300.0,2073,34.00979387,-9.30683715,1,3,0,1,8,0,5,0,4,1,2,1,6,1,3
35255,0.0,0,32.87686334,-9.32818542,1,10,0,0,7,0,5,1,4,3,2,3,5,3,1
35256,2000.0,1002,35.67190287,-10.38084688,1,16,0,1,7,1,5,1,4,0,2,3,5,3,3
35257,20.0,164,39.40157745,-9.98291111,7,7,1,0,8,0,2,0,4,5,2,1,4,1,3
35258,0.0,0,33.93869997,-9.49953475,1,10,0,1,7,1,5,0,4,1,2,1,6,1,3
35259,0.0,0,33.96609089,-4.16415858,0,19,0,1,11,1,5,0,4,5,0,2,1,1,2
35260,0.0,1503,35.00045123,-8.16830138,6,3,0,1,7,1,5,1,4,2,2,1,5,3,3
